Time,Temperature,Pressure,Humidity,PM 1,PM 2.5,PM 10,Counts within Interval,CPM within Interval
1639164068.3750205,14.7888671875,1014.7823053251357,38.75387147254022,0,0,0,0,0.0
1639164073.505037,14.804296875,1014.79904477506,38.76573538575201,0,0,0,0,0.0
1639164078.6366925,14.79921875,1014.7751437240676,38.59774342524163,0,0,0,0,0.0
1639164083.7669466,14.768359375,1014.7847349716956,38.66993851166693,0,0,0,1,12.0
1639164088.8969824,14.809375,1014.778319266404,38.639711332338614,0,0,0,0,0.0
1639164094.0270524,14.7888671875,1014.7113972066747,38.56772364104195,0,0,0,0,0.0
1639164099.157753,14.8298828125,1014.7687724308612,38.80765038336223,0,0,0,1,12.0
1639164104.287784,14.840234375,1014.7325400569767,38.6695527067532,0,0,0,0,0.0
1639164109.4177613,14.840234375,1014.7291436230216,38.51337190824783,0,0,0,0,0.0
1639164114.5481484,14.7529296875,1014.6974125522386,38.69398119686167,0,0,0,0,0.0
1639164119.678436,14.778515625,1014.6998280561945,38.71787851800181,0,0,0,1,12.0
1639164124.808469,14.804296875,1014.7096743292168,38.75387147254022,0,0,0,1,12.0
1639164129.9385142,14.804296875,1014.694168435388,38.78386020255563,0,0,0,0,0.0
1639164135.068436,14.79921875,1014.7010599430246,38.93389449272935,0,0,0,0,0.0
1639164140.1984036,14.8146484375,1014.7008390530441,38.543521554845405,0,0,0,0,0.0
1639164145.328406,14.8453125,1014.7067447487608,38.29715905869789,0,0,0,0,0.0
1639164150.4583502,14.8505859375,1014.7217575656828,38.399213933049545,0,0,0,1,12.0
1639164155.5883203,14.8916015625,1014.7273863222584,38.51308666633985,0,0,0,0,0.0
1639164160.7192924,14.8916015625,1014.6978202586666,38.58518263719006,0,0,0,1,12.0
1639164165.8476944,14.896875,1014.721671513192,38.90944926424763,0,0,0,1,12.0
1639164170.9761715,14.8298828125,1014.7084183925211,39.14981983154603,0,0,0,0,0.0
1639164176.1101873,14.8505859375,1014.7177675596337,39.23382438707023,0,0,0,0,0.0
1639164181.2404778,14.866015625,1014.7810265411147,39.21004339491767,0,0,0,0,0.0
1639164186.3677638,14.87109375,1014.7448413515991,39.49791490919411,0,0,0,1,12.0
1639164191.4977083,14.876171875,1014.715548602778,39.605936605690296,0,0,0,0,0.0
1639164196.6281774,14.866015625,1014.7706879122447,39.671990752874116,0,0,0,0,0.0
1639164201.758125,14.8453125,1014.675681870848,39.72614100739846,0,0,0,0,0.0
1639164206.8887036,14.83515625,1014.6860688758067,39.35393839943398,0,0,0,0,0.0
1639164212.0161939,14.840234375,1014.704527243025,39.36590232328656,0,0,0,0,0.0
1639164217.1464262,14.8197265625,1014.6778986888107,39.31800748509589,0,0,0,0,0.0
1639164222.277038,14.8248046875,1014.6572727619521,39.37799470823113,0,0,0,0,0.0
1639164227.4075015,14.87109375,1014.6795878112829,39.01155236350079,0,0,0,0,0.0
1639164232.5378103,14.896875,1014.718497987608,39.08950922031745,0,0,0,0,0.0
1639164237.6697128,14.912109375,1014.7197233470292,39.11355170410252,0,0,0,0,0.0
1639164242.7999742,14.912109375,1014.7696957924833,39.185557095433886,0,0,0,0,0.0
1639164247.9309423,14.9533203125,1014.8008955034437,39.07729848152292,0,0,0,0,0.0
1639164253.0565417,14.9275390625,1014.8482429118409,39.38961583643486,0,0,0,0,0.0
1639164258.186912,14.937890625,1014.9220712368366,39.66573309977094,0,0,0,0,0.0
1639164263.3171554,14.9482421875,1015.0180321604182,39.65377997541561,0,0,0,0,0.0
1639164268.4473498,14.94296875,1015.0857831289018,39.58771661148397,0,0,0,0,0.0
1639164273.5776365,14.9482421875,1015.1116324354199,39.64171632820356,0,0,0,0,0.0
1639164278.708986,14.937890625,1015.2377021268877,39.37155977316069,0,0,0,0,0.0
1639164283.8393576,14.9224609375,1015.1913920033614,39.269503594043044,0,0,0,0,0.0
1639164288.9697716,14.963671875,1015.1984905383767,38.981083777511095,0,0,0,0,0.0
1639164294.1000261,14.9943359375,1015.1652551561076,38.71664739597801,0,0,0,0,0.0
1639164299.2306342,15.03046875,1015.1844568577613,38.58431382596471,0,0,0,0,0.0
1639164304.3610194,15.0765625,1015.1519428699538,38.38576810001808,0,0,0,1,12.0
1639164309.4878378,15.1228515625,1015.1900430592918,38.289253453598,0,0,0,0,0.0
1639164314.6190076,15.0765625,1015.143051373114,38.27765479983688,0,0,0,0,0.0
1639164319.7493324,15.097265625,1015.1132489295233,38.45175889311138,0,0,0,0,0.0
1639164324.879649,15.0560546875,1015.0386824608395,38.87248034470892,0,0,0,0,0.0
1639164330.0099137,14.9583984375,1014.9683280418649,39.19742348493492,0,0,0,0,0.0
1639164335.1401842,14.8505859375,1014.9055815564174,39.40188000932682,0,0,0,0,0.0
1639164340.2664964,14.742578125,1014.8526778773005,39.630428365532055,0,0,0,0,0.0
1639164345.3966556,14.7375,1014.8492323910381,39.78047898989479,0,0,0,0,0.0
1639164350.5269344,14.6552734375,1014.7453271124164,39.8947395519337,0,0,0,0,0.0
1639164355.6585581,14.670703125,1014.7123853957604,39.882709473636126,0,0,0,0,0.0
1639164360.7891476,14.665625,1014.6676000908009,40.03269240188056,0,0,0,0,0.0
1639164365.919573,14.6501953125,1014.6333656893601,39.96673655517932,0,0,0,1,12.0
1639164371.049963,14.6552734375,1014.6574804312892,40.050757043361166,0,0,0,1,12.0
1639164376.180266,14.6552734375,1014.693437760704,40.30271252851087,0,0,0,0,0.0
1639164381.3105147,14.67578125,1014.607043520127,39.882709473636126,0,0,0,0,0.0
