Time,Temperature,Pressure,Humidity,PM 1,PM 2.5,PM 10,Counts within Interval,CPM within Interval
1639159618.2170029,19.249609375,1010.8133161050819,24.21598111183956,0,0,0,0,0.0
1639159623.3477514,19.2908203125,1010.8410576164082,24.245607024738746,0,0,0,0,0.0
1639159628.4776957,19.249609375,1010.8189187100984,24.186151691668574,0,0,0,0,0.0
1639159633.6075282,19.239453125,1010.8522791760026,24.229411369288112,0,0,0,11,132.0
1639159638.7374666,19.24453125,1010.840611559643,24.089739941014148,0,0,0,0,0.0
1639159643.8679185,19.2291015625,1010.8427436642845,24.059286542690167,0,0,0,1,12.0
1639159648.9977736,19.2240234375,1010.8345454444404,23.932230545556678,0,0,0,0,0.0
1639159654.1274421,19.1880859375,1010.8059348803667,23.970248370249607,0,0,0,0,0.0
1639159659.2575116,19.1572265625,1010.8037314332598,24.294037978129452,0,0,0,0,0.0
1639159664.3874865,19.1982421875,1010.8344761338147,23.847379939418378,0,0,0,2,24.0
1639159669.5174432,19.1673828125,1010.830541834779,23.941273908303568,0,0,0,0,0.0
1639159674.6470826,19.141796875,1010.8314854231122,23.54521164901919,0,0,0,0,0.0
1639159679.7770607,19.151953125,1010.8349546731793,23.569786032225153,0,0,0,0,0.0
1639159684.9089081,19.0955078125,1010.8227339289311,23.352267700820544,0,0,0,0,0.0
1639159690.0387664,19.01328125,1010.7980311427674,23.288772870534743,0,0,0,0,0.0
1639159695.1685507,18.9310546875,1010.8061768753446,23.566213704394684,0,0,0,0,0.0
1639159700.2985058,18.8693359375,1010.854984295624,23.95265465001294,0,0,0,0,0.0
1639159705.428548,18.78203125,1010.8735423141188,24.302827338356074,0,0,0,0,0.0
1639159710.5584805,18.7203125,1010.941361650372,24.98046906960846,0,0,0,0,0.0
1639159715.6886637,18.6484375,1011.016214691488,25.329837833499614,0,0,0,0,0.0
1639159720.8191605,18.5712890625,1011.116053363338,25.478647758479795,0,0,0,1,12.0
1639159725.947171,18.5095703125,1011.1635125522768,25.82719993883527,0,0,0,0,0.0
1639159731.0774305,18.453125,1011.2603493397014,25.367198282836736,0,0,0,0,0.0
1639159736.2073824,18.4017578125,1011.3251575605632,25.685501425512935,0,0,0,0,0.0
1639159741.3371363,18.365625,1011.4218800875856,25.608033109508558,0,0,0,1,12.0
1639159746.4670293,18.3349609375,1011.5083695215994,25.84610326303848,0,0,0,0,0.0
1639159751.5970078,18.324609375,1011.6154063847213,26.508222173797318,0,0,0,0,0.0
1639159756.726974,18.3296875,1011.7119985125249,26.228450088920976,0,0,0,0,0.0
1639159761.857406,18.3296875,1011.7834504273654,26.532517693314755,0,0,0,0,0.0
1639159766.98711,18.3349609375,1011.8600463707835,26.556813041351717,0,0,0,0,0.0
1639159772.116993,18.3400390625,1011.9753803703259,26.926950748649375,0,0,0,0,0.0
1639159777.247442,18.3451171875,1011.9597384265181,27.46709319685494,0,0,0,0,0.0
1639159782.3774178,18.35546875,1011.9360577720923,27.205627412752815,0,0,0,0,0.0
1639159787.5075212,18.365625,1011.7922599193948,26.671153680462236,0,0,0,0,0.0
1639159792.6369424,18.396484375,1011.7165417395171,26.408874720712724,0,0,0,0,0.0
1639159797.7669933,18.4427734375,1011.6504642636511,26.765685520570408,0,0,0,0,0.0
1639159802.8991582,18.458203125,1011.6255859880664,26.6004090009702,0,0,0,0,0.0
1639159808.0290031,18.4787109375,1011.4927114883327,26.29587516555972,0,0,0,0,0.0
1639159813.1589587,18.525,1011.3697882459812,26.027756705350107,0,0,0,0,0.0
1639159818.2888143,18.5455078125,1011.3178418957922,25.759025770173395,0,0,0,0,0.0
1639159823.4193535,18.5609375,1011.2256134210063,26.044319273365097,0,0,0,0,0.0
1639159828.547303,18.617578125,1011.1638409364741,26.036203781475955,0,0,0,0,0.0
1639159833.677466,18.6484375,1011.0872776358486,25.59736398545929,0,0,0,0,0.0
1639159838.8081408,18.69453125,1011.0367005451789,25.388900442211412,0,0,0,0,0.0
1639159843.9380424,18.715234375,1010.9404650824158,25.406563356731102,0,0,0,0,0.0
1639159849.0678515,18.7357421875,1010.8708662665272,25.399321986267946,0,0,0,0,0.0
1639159854.1970842,18.75625,1010.7763471040635,25.67830282378198,0,0,0,0,0.0
1639159859.3270338,18.7666015625,1010.6524899572195,25.373840740173275,0,0,0,0,0.0
1639159864.4569547,18.7767578125,1010.6151658067092,25.178623081547126,0,0,0,1,12.0
1639159869.5870261,18.7921875,1010.5485089470922,24.916662381122066,0,0,0,1,12.0
1639159874.7174013,18.812890625,1010.4727176553425,25.87710412324938,0,0,0,1,12.0
1639159879.8475697,18.848828125,1010.4224600090322,25.72410764209507,0,0,0,0,0.0
1639159884.9774327,18.88984375,1010.3522587556421,25.46633458539943,0,0,0,0,0.0
1639159890.1072261,18.910546875,1010.3137191081336,25.185888585418578,0,0,0,0,0.0
1639159895.237109,18.920703125,1010.3362642066584,26.43866449576916,0,0,0,0,0.0
1639159900.366947,18.9515625,1010.3561296082341,26.474070773148238,0,0,0,1,12.0
1639159905.4986112,18.9720703125,1010.3891538566626,26.05378668695984,0,0,0,0,0.0
1639159910.628522,19.044140625,1010.4056153678554,25.059453160211074,0,0,0,0,0.0
1639159915.758421,19.1005859375,1010.359712918554,24.831847174406683,0,0,0,0,0.0
1639159920.888788,19.141796875,1010.3704770608213,24.56844946762249,0,0,0,0,0.0
1639159926.018629,19.177734375,1010.3730664494541,24.39714551558894,0,0,0,0,0.0
1639159931.1485374,19.177734375,1010.3444308232168,24.34192731578467,0,0,0,1,12.0
