Time,Temperature,Pressure,Humidity,PM 1,PM 2.5,PM 10,Counts within Interval,CPM within Interval
1639160667.0867028,17.923828125,1011.9705348800147,34.329350195829946,0,0,0,0,0.0
1639160672.2165968,17.9802734375,1011.900762808884,34.074147725488245,0,0,0,3,36.0
1639160677.3465064,17.9544921875,1011.9638164028479,34.098910401378085,0,0,0,0,0.0
1639160682.4765582,18.00078125,1011.9438446145215,33.98899897747813,0,0,0,0,0.0
1639160687.6065001,17.969921875,1011.9596317270655,33.92293305636367,0,0,0,0,0.0
1639160692.736939,18.03671875,1011.9119083234536,34.00056738163058,0,0,0,0,0.0
1639160697.8668005,18.00078125,1011.9355918104702,33.90439749227319,0,0,0,1,12.0
1639160702.9966738,17.96484375,1011.9343824021894,33.868524982425576,0,0,0,0,0.0
1639160708.1265733,17.898046875,1011.9340082191604,34.08787665378192,0,0,0,1,12.0
1639160713.2568383,17.8208984375,1011.9079297058779,34.25827440585717,0,0,0,1,12.0
1639160718.3867853,17.7798828125,1011.9386408719308,34.307747984592304,0,0,0,0,0.0
1639160723.5167606,17.728515625,1011.9530061668744,34.26011672164463,0,0,0,0,0.0
1639160728.6486406,17.702734375,1011.922956431466,34.16363822610376,0,0,0,0,0.0
1639160733.7783663,17.6564453125,1011.9490682266792,34.309575514777165,0,0,0,0,0.0
1639160738.9080663,17.66171875,1011.9480463747094,34.358412490030545,0,0,0,1,12.0
1639160744.0377386,17.4818359375,1011.9243441903659,34.62744643656644,0,0,0,0,0.0
1639160749.166086,17.266015625,1012.0205972864454,34.8542385685977,0,0,0,0,0.0
1639160754.2962358,17.168359375,1011.9501514806209,35.08523098152802,0,0,0,0,0.0
1639160759.4260314,16.9009765625,1011.9340906080315,35.457799764676025,0,0,0,1,12.0
1639160764.5559995,16.7109375,1011.9879514329893,35.81654494870919,0,0,0,0,0.0
1639160769.687556,16.618359375,1012.0161950428827,36.10743225317841,0,0,0,0,0.0
1639160774.8160157,16.5361328125,1012.0198849516876,36.361791319569946,0,0,0,0,0.0
1639160779.9465728,16.45390625,1012.039091555619,36.790792689271896,0,0,0,0,0.0
1639160785.0774624,16.45390625,1012.0114550039939,36.57364856819637,0,0,0,0,0.0
1639160790.2079768,16.458984375,1012.0131905303732,36.86315195680992,0,0,0,0,0.0
1639160795.3382301,16.44375,1012.1257899960858,37.00183627569493,0,0,0,1,12.0
1639160800.4683867,16.448828125,1012.0822737052362,36.833002447968916,0,0,0,0,0.0
1639160805.5984278,16.3921875,1012.024798903696,36.80373327682764,0,0,0,1,12.0
1639160810.7289886,16.35625,1012.0399310445946,36.8944349974022,0,0,0,0,0.0
1639160815.8593242,16.11484375,1012.0655432744411,36.96191063786653,0,0,0,1,12.0
1639160820.989564,16.1044921875,1012.0537602343038,37.143967506024374,0,0,0,0,0.0
1639160826.1199508,15.99140625,1012.0516365966453,37.428143807432434,0,0,0,1,12.0
1639160831.2500567,15.83203125,1012.0337703636947,37.67641473709881,0,0,0,1,12.0
1639160836.3802342,15.6728515625,1011.9946229154953,38.014734820916466,0,0,0,0,0.0
1639160841.5103962,15.60078125,1012.0218395836434,38.26207889299024,0,0,0,0,0.0
1639160846.6418016,15.498046875,1011.9743356606192,38.36489687122915,0,0,0,0,0.0
1639160851.7722406,15.4517578125,1011.9761396317407,38.64191138891908,0,0,0,0,0.0
1639160856.9023232,15.3541015625,1012.0110771820391,38.87090336812073,0,0,0,0,0.0
1639160862.0324008,15.2462890625,1011.961759927322,39.05172991408232,0,0,0,0,0.0
1639160867.1626723,15.1896484375,1012.0072153203929,39.23827924634784,0,0,0,0,0.0
1639160872.292781,15.2103515625,1012.0132266816377,39.2082375482401,0,0,0,0,0.0
1639160877.4229295,15.2359375,1012.0002914693519,39.13593621099174,0,0,0,2,24.0
1639160882.553011,15.2771484375,1011.9706248218316,39.352051535808506,0,0,0,0,0.0
1639160887.6835444,15.33359375,1011.9723164665961,39.13540560302082,0,0,0,0,0.0
1639160892.8141747,15.3900390625,1012.0113085322523,39.07511704968669,0,0,0,0,0.0
1639160897.9440615,15.4517578125,1012.0293074848497,39.17094195964642,0,0,0,0,0.0
1639160903.073858,15.523828125,1011.9941328572127,38.90600852759531,0,0,0,0,0.0
1639160908.2043371,15.569921875,1012.0213299960441,38.79746764735037,0,0,0,1,12.0
1639160913.335132,15.5853515625,1012.0307631452921,38.725233277341744,0,0,0,0,0.0
1639160918.4652662,15.5802734375,1012.0124074466969,38.62301654684797,0,0,0,0,0.0
1639160923.5954928,15.60078125,1012.0011299376295,38.508535691041196,0,0,0,0,0.0
1639160928.7262943,15.533984375,1012.0190917486455,38.44882313745772,0,0,0,1,12.0
1639160933.856553,15.523828125,1012.036635633125,38.62938010051721,0,0,0,1,12.0
1639160938.9866095,15.4876953125,1012.0404733802411,38.701761667300936,0,0,0,0,0.0
1639160944.1168287,15.4671875,1012.0321570072703,38.78603596983433,0,0,0,0,0.0
1639160949.246972,15.4208984375,1012.0302121131932,38.87645832084329,0,0,0,0,0.0
1639160954.3770177,15.400390625,1011.9966259976371,38.95472636039841,0,0,0,0,0.0
1639160959.5062296,15.4466796875,1011.9830377513763,38.97860894576799,0,0,0,0,0.0
1639160964.6371844,15.4671875,1012.0094302897439,38.948409601421446,0,0,0,0,0.0
1639160969.7673166,15.462109375,1011.9945226722199,38.876228627022236,0,0,0,0,0.0
1639160974.897764,15.5134765625,1012.0314613625699,38.96619803636275,0,0,0,0,0.0
1639160980.0296726,15.5544921875,1011.9992046871032,39.00812628450101,0,0,0,0,0.0
