Time,Temperature,Pressure,Humidity,PM 1,PM 2.5,PM 10
1630643842.65018,22.894140625,1006.7478268215557,50.249922230622815,0,0,0
1630643843.7769797,22.89921875,1006.7243126275929,50.181194319648064,0,0,0
1630643844.903524,22.9142578125,1006.759103990518,50.25051246070529,0,0,0
1630643846.0300527,22.904296875,1006.7623661092018,50.29804774798376,0,0,0
1630643847.156494,22.904296875,1006.7714440380131,50.30864415995063,0,0,0
1630643848.2827485,22.9091796875,1006.7256095979438,50.308793798503665,0,0,0
1630643849.4091067,22.9091796875,1006.7713123596881,50.208273889090975,0,0,0
1630643850.53542,22.89921875,1006.7501578235938,50.17604418883384,0,0,0
1630643851.661751,22.89921875,1006.736652566436,50.19193919117157,0,0,0
1630643852.7881732,22.904296875,1006.7606032168462,50.16558980754536,0,0,0
