Time,Temperature,Pressure,Humidity,PM 1,PM 2.5,PM 10
1630649622.0512304,21.9974609375,1004.153250095833,48.16097454879599,0,0,0
1630649623.1769981,22.0125,1004.14560815372,48.27220314574389,0,0,0
1630649624.302811,22.0125,1004.1566367063589,48.16135114765296,0,0,0
1630649625.4289494,22.0076171875,1004.1583969126543,48.171556143132676,0,0,0
1630649626.5559645,22.0125,1004.1473683732104,48.219295829501974,0,0,0
1630649627.682203,22.0076171875,1004.1566367063589,48.12393870919266,0,0,0
1630649628.808681,22.0076171875,1004.1531162940353,48.26137003671039,0,0,0
1630649629.9355447,22.0025390625,1004.1473683732104,48.20896967032653,0,0,0
1630649631.0617697,22.0076171875,1004.1249530082674,48.15580596287371,0,0,0
1630649632.187952,22.0125,1004.1284734177419,48.10289683473518,0,0,0
